id,rol,victima_x,sexo,edad,fecha_fallecimiento,categoria_edad,n_victimas,fecha,anio,mes,dia,nombre_dia,laboral,hora_exacta,hora,categoria_hora,tipo_calle,calle,cruce,direccion_norm,comuna,latitud,longitud,participantes,victima_y,acusado
2017-0132,CONDUCTOR,MOTO,MASCULINO,23.0,2017-10-30,entre_20_y_40,1,2017-10-30,2017,10,30,lunes,Laboral,14:00:00,14,tarde,AVENIDA,COSQUIN,"ROCA, CNEL. AV.","COSQUIN y ROCA, CNEL. AV.",8,-34.69374130,-58.46552171,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0134,PEATON,PEATON,FEMENINO,47.0,2017-11-06,entre_40_y_60,1,2017-11-06,2017,11,6,lunes,Laboral,18:00:00,18,tarde-noche,AVENIDA,"ROCA, CNEL. AV.",,"ROCA, CNEL. AV. 3555",8,-34.66777987,-58.44239720,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0135,CONDUCTOR,MOTO,MASCULINO,24.0,2017-11-07,entre_20_y_40,1,2017-11-07,2017,11,7,martes,Laboral,12:14:10,12,tarde,AVENIDA,WARNES AV.,PUNTA ARENAS,WARNES AV. y PUNTA ARENAS,15,-34.59626814,-58.47032551,MOTO-CARGAS,MOTO,CARGAS
2017-0136,PEATON,PEATON,MASCULINO,55.0,2017-11-16,entre_40_y_60,1,2017-11-16,2017,11,16,jueves,Laboral,08:43:00,8,mañana,AVENIDA,BARCO CENTENERA DEL,"RABANAL, FRANCISCO, INTENDENTE AV.","BARCO CENTENERA DEL y RABANAL, FRANCISCO, INTENDENTE AV.",4,-34.65522746,-58.41827843,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0137,PEATON,PEATON,FEMENINO,60.0,2017-11-17,entre_60_y_80,1,2017-11-17,2017,11,17,viernes,Laboral,11:45:00,11,mañana,AVENIDA,MOSCONI GENERAL AV.,SAN NICOLAS,MOSCONI GENERAL AV. y SAN NICOLAS,11,-34.59279388,-58.51280715,PEATON-CARGAS,PEATON,CARGAS
2017-0138,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,25.0,2017-11-19,entre_20_y_40,1,2017-11-19,2017,11,19,domingo,No Laboral,10:30:00,10,mañana,AVENIDA,LAFUENTE AV.,"PERON, EVA AV.","LAFUENTE AV. y PERON, EVA AV.",7,-34.64385704,-58.46258582,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO
2017-0139,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,15.0,2017-11-19,entre_0_y_20,1,2017-11-19,2017,11,19,domingo,No Laboral,22:30:00,22,tarde-noche,AVENIDA,"ROCA, CNEL. AV.",ESCALADA AV.,"ROCA, CNEL. AV. y ESCALADA AV.",8,-34.68003614,-58.45064148,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0140,CONDUCTOR,MOTO,MASCULINO,24.0,2017-11-19,entre_20_y_40,1,2017-11-19,2017,11,19,domingo,No Laboral,23:22:17,23,tarde-noche,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,.,.,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0141,PEATON,PEATON,FEMENINO,22.0,2017-11-23,entre_20_y_40,1,2017-11-23,2017,11,23,jueves,Laboral,19:45:00,19,tarde-noche,AVENIDA,LA PLATA AV.,"GOYENA, PEDRO AV.","LA PLATA AV. y GOYENA, PEDRO AV.",6,-34.62513374,-58.42717783,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0143,CONDUCTOR,AUTO,MASCULINO,50.0,2017-11-25,entre_40_y_60,1,2017-11-25,2017,11,25,sábado,No Laboral,21:45:00,21,tarde-noche,CALLE,"TRELLES, MANUEL R.","DIAZ, CESAR, GRAL.","TRELLES, MANUEL R. y DIAZ, CESAR, GRAL.",11,-34.60724519,-58.46442001,AUTO-PASAJEROS,AUTO,PASAJEROS
2017-0144,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,50.0,2017-11-26,entre_40_y_60,1,2017-11-26,2017,11,26,domingo,No Laboral,06:45:00,6,mañana,GRAL PAZ,"ROCA, CNEL. AV.","PAZ, GRAL. AV.","ROCA, CNEL. AV. y PAZ, GRAL. AV.",8,-34.69843756,-58.47064556,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO
2017-0145,CONDUCTOR,MOTO,MASCULINO,58.0,2017-11-26,entre_40_y_60,1,2017-11-26,2017,11,26,domingo,No Laboral,17:05:00,17,tarde,CALLE,MAZA,DON BOSCO,MAZA y DON BOSCO,5,-34.61223119,-58.41677733,MOTO-AUTO,MOTO,AUTO
2017-0147,CONDUCTOR,MOTO,MASCULINO,49.0,2017-11-28,entre_40_y_60,1,2017-11-28,2017,11,28,martes,Laboral,11:15:00,11,mañana,GRAL PAZ,"PAZ, GRAL. AV.","PERON, EVA AV.","PAZ, GRAL. AV. y PERON, EVA AV.",9,-34.67450313,-58.50251790,MOTO-AUTO,MOTO,AUTO
2017-0148,PEATON,PEATON,FEMENINO,82.0,2017-11-29,mas_de_80,1,2017-11-29,2017,11,29,miércoles,Laboral,10:45:00,10,mañana,AVENIDA,SAN JUAN AV.,LA RIOJA,SAN JUAN AV. y LA RIOJA,3,-34.62438894,-58.40708125,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0149,PEATON,PEATON,MASCULINO,13.0,2017-11-30,entre_0_y_20,1,2017-11-30,2017,11,30,jueves,Laboral,12:20:00,12,tarde,AVENIDA,PASEO COLON AV.,MEXICO,PASEO COLON AV. y MEXICO,1,-34.61477051,-58.36947198,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0150,PEATON,PEATON,MASCULINO,56.0,2017-12-04,entre_40_y_60,1,2017-12-04,2017,12,4,lunes,Laboral,01:15:00,1,noche,AVENIDA,RIVADAVIA AV.,MIRALLA,RIVADAVIA AV. y MIRALLA,9,-34.63934531,-58.51140889,PEATON-AUTO,PEATON,AUTO
2017-0151,PEATON,PEATON,MASCULINO,0.0,2017-12-04,edad_desconocida,1,2017-12-04,2017,12,4,lunes,Laboral,02:15:00,2,noche,CALLE,VIEYTES,LUJAN,VIEYTES y LUJAN,4,-34.65559133,-58.37460912,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0152,CICLISTA,BICICLETA,MASCULINO,19.0,2017-12-06,entre_0_y_20,1,2017-12-06,2017,12,6,miércoles,Laboral,17:30:00,17,tarde,CALLE,CACHI,TRAFUL,CACHI y TRAFUL,4,-34.65073916,-58.41146277,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
2017-0153,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,0.0,2017-12-12,edad_desconocida,2,2017-12-11,2017,12,11,lunes,Laboral,02:00:00,2,noche,AVENIDA,ROSARIO,LA PLATA AV.,ROSARIO y LA PLATA AV.,6,-34.61829385,-58.42855267,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0153,CONDUCTOR,MOTO,MASCULINO,30.0,2017-12-12,entre_20_y_40,2,2017-12-11,2017,12,11,lunes,Laboral,02:00:00,2,noche,AVENIDA,ROSARIO,LA PLATA AV.,ROSARIO y LA PLATA AV.,6,-34.61829385,-58.42855267,MOTO-PASAJEROS,MOTO,PASAJEROS
2017-0154,PEATON,PEATON,MASCULINO,76.0,2017-12-11,entre_60_y_80,1,2017-12-11,2017,12,11,lunes,Laboral,09:15:00,9,mañana,AVENIDA,ENTRE RIOS AV.,CASEROS AV.,ENTRE RIOS AV. y CASEROS AV.,4,-34.63412287,-58.39035581,PEATON-PASAJEROS,PEATON,PASAJEROS
2017-0155,SD,SD,MASCULINO,77.0,,entre_60_y_80,1,2017-12-12,2017,12,12,martes,Laboral,21:25:41,21,tarde-noche,AVENIDA,RIVADAVIA AV.,,RIVADAVIA AV. 6350,7,-34.62656868,-58.45593915,SD-MOTO,SD,MOTO
2017-0157,CONDUCTOR,AUTO,MASCULINO,53.0,2017-12-17,entre_40_y_60,1,2017-12-17,2017,12,17,domingo,No Laboral,09:02:00,9,mañana,GRAL PAZ,"PAZ, GRAL. AV.",HUMAITA,"PAZ, GRAL. AV. y HUMAITA",9,-34.64597065,-58.52866211,AUTO-PASAJEROS,AUTO,PASAJEROS
2017-0158,CONDUCTOR,MOTO,MASCULINO,32.0,2017-12-18,entre_20_y_40,1,2017-12-18,2017,12,18,lunes,Laboral,21:30:00,21,tarde-noche,GRAL PAZ,GUALEGUAYCHU,"PAZ, GRAL. AV.","GUALEGUAYCHU y PAZ, GRAL. AV.",11,-34.59407024,-58.52037476,MOTO-AUTO,MOTO,AUTO
2017-0159,CONDUCTOR,MOTO,MASCULINO,27.0,2017-12-20,entre_20_y_40,1,2017-12-20,2017,12,20,miércoles,Laboral,04:31:27,4,noche,AVENIDA,INDEPENDENCIA AV.,"CEVALLOS, VIRREY","INDEPENDENCIA AV. y CEVALLOS, VIRREY",1,-34.61799615,-58.38896772,MOTO-AUTO,MOTO,AUTO
2017-0160,PEATON,PEATON,FEMENINO,30.0,2017-12-22,entre_20_y_40,1,2017-12-22,2017,12,22,viernes,Laboral,13:15:00,13,tarde,AVENIDA,NAZCA AV.,,NAZCA AV. 365,7,-34.62771756,-58.47074114,PEATON-MOTO,PEATON,MOTO
2017-0161,PEATON,PEATON,FEMENINO,30.0,2017-12-26,entre_20_y_40,1,2017-12-26,2017,12,26,martes,Laboral,15:30:00,15,tarde,AVENIDA,"PERON, EVA AV.",,"PERON, EVA AV. 5249",9,-34.65969965,-58.48200819,PEATON-AUTO,PEATON,AUTO
2018-0001,PEATON,PEATON,MASCULINO,83.0,2018-01-02,mas_de_80,1,2018-01-01,2018,1,1,lunes,Laboral,22:50:00,22,tarde-noche,AVENIDA,SAN JUAN AV.,RINCON,SAN JUAN AV. y RINCON,3,-34.62297346,-58.39536773,PEATON-MOTO,PEATON,MOTO
2018-0002,CICLISTA,BICICLETA,FEMENINO,26.0,2018-01-03,entre_20_y_40,1,2018-01-03,2018,1,3,miércoles,Laboral,16:40:00,16,tarde,CALLE,PERU,,PERU 937,1,-34.61895467,-58.37456088,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
2018-0003,PEATON,PEATON,FEMENINO,58.0,2018-01-05,entre_40_y_60,1,2018-01-05,2018,1,5,viernes,Laboral,10:12:00,10,mañana,AVENIDA,"PUEYRREDON, HONORIO, DR. AV.",GALICIA,"PUEYRREDON, HONORIO, DR. AV. y GALICIA",15,-34.60395657,-58.44860217,MULTIPLE,PEATON,MULTIPLE
2018-0004,CONDUCTOR,MOTO,MASCULINO,39.0,2018-01-09,entre_20_y_40,1,2018-01-09,2018,1,9,martes,Laboral,09:40:00,9,mañana,AVENIDA,DEL LIBERTADOR AV.,MANZANARES,DEL LIBERTADOR AV. y MANZANARES,13,-34.54332766,-58.46129513,MULTIPLE,MOTO,MULTIPLE
2018-0005,PEATON,PEATON,MASCULINO,54.0,2018-01-09,entre_40_y_60,1,2018-01-09,2018,1,9,martes,Laboral,22:30:00,22,tarde-noche,AVENIDA,PASEO COLON AV.,,PASEO COLON AV. 1019,1,-34.61953517,-58.36907201,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0006,CICLISTA,BICICLETA,FEMENINO,45.0,2018-01-10,entre_40_y_60,1,2018-01-10,2018,1,10,miércoles,Laboral,21:15:00,21,tarde-noche,CALLE,VALLE,BARCO CENTENERA DEL,VALLE y BARCO CENTENERA DEL,6,-34.62499107,-58.44062219,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS
2018-0007,CONDUCTOR,AUTO,MASCULINO,46.0,2018-01-11,entre_40_y_60,1,2018-01-11,2018,1,11,jueves,Laboral,02:30:00,2,noche,AUTOPISTA,AUTOPISTA PERITO MORENO,,AUTOPISTA PERITO MORENO KM. 0.6,9,-34.63601265,-58.52502765,AUTO-AUTO,AUTO,AUTO
2018-0008,CONDUCTOR,MOTO,FEMENINO,32.0,2018-01-12,entre_20_y_40,1,2018-01-12,2018,1,12,viernes,Laboral,17:50:00,17,tarde,AVENIDA,"HUERGO, ING. AV.",INDEPENDENCIA AV.,"HUERGO, ING. AV. e INDEPENDENCIA AV.",1,-34.61687778,-58.36659655,MOTO-CARGAS,MOTO,CARGAS
2018-0009,CONDUCTOR,MOTO,MASCULINO,19.0,2018-01-14,entre_0_y_20,1,2018-01-14,2018,1,14,domingo,No Laboral,02:00:00,2,noche,AVENIDA,PILCOMAYO,"BROWN, ALTE. AV.","PILCOMAYO y BROWN, ALTE. AV.",4,-34.62763661,-58.36737389,MOTO-MOTO,MOTO,MOTO
2018-0010,CONDUCTOR,MOTO,MASCULINO,40.0,2018-01-18,entre_40_y_60,1,2018-01-18,2018,1,18,jueves,Laboral,05:10:00,5,noche,CALLE,CERVANTES,"BELAUSTEGUI, LUIS, DR.","CERVANTES y BELAUSTEGUI, LUIS, DR.",10,-34.63038658,-58.49807953,MOTO-CARGAS,MOTO,CARGAS
2018-0011,PEATON,PEATON,MASCULINO,84.0,2018-01-19,mas_de_80,1,2018-01-19,2018,1,19,viernes,Laboral,10:30:00,10,mañana,AVENIDA,CALLAO AV.,"LOPEZ, VICENTE","CALLAO AV. y LOPEZ, VICENTE",2,-34.59088447,-58.39092703,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0012,CONDUCTOR,MOTO,MASCULINO,20.0,2018-01-26,entre_20_y_40,1,2018-01-26,2018,1,26,viernes,Laboral,13:30:00,13,tarde,CALLE,OLIDEN,"CHILAVERT, MARTINIANO, CORONEL","OLIDEN y CHILAVERT, MARTINIANO, CORONEL",8,-34.68049201,-58.46912006,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0013,CONDUCTOR,MOTO,MASCULINO,44.0,2018-01-28,entre_40_y_60,1,2018-01-28,2018,1,28,domingo,No Laboral,08:15:00,8,mañana,AVENIDA,CONGRESO AV.,GALVAN,CONGRESO AV. y GALVAN,12,-34.56786129,-58.48661286,MOTO-AUTO,MOTO,AUTO
2018-0014,PEATON,PEATON,MASCULINO,0.0,2018-02-04,edad_desconocida,1,2018-01-31,2018,1,31,miércoles,Laboral,20:00:00,20,tarde-noche,AVENIDA,"MORENO, PERITO AV.",RIVERA INDARTE AV.,"MORENO, PERITO AV. y RIVERA INDARTE AV.",7,-34.65080597,-58.44074927,PEATON-MOTO,PEATON,MOTO
2018-0015,CONDUCTOR,MOTO,MASCULINO,28.0,2018-02-06,entre_20_y_40,2,2018-02-06,2018,2,6,martes,Laboral,01:00:00,1,noche,AVENIDA,AUSTRALIA AV.,,AUSTRALIA AV. 2800,4,-34.64684275,-58.38636298,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0015,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,19.0,2018-02-06,entre_0_y_20,2,2018-02-06,2018,2,6,martes,Laboral,01:00:00,1,noche,AVENIDA,AUSTRALIA AV.,,AUSTRALIA AV. 2800,4,-34.64684275,-58.38636298,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0016,CONDUCTOR,MOTO,MASCULINO,31.0,2018-02-15,entre_20_y_40,1,2018-02-15,2018,2,15,jueves,Laboral,10:15:00,10,mañana,AVENIDA,DEL LIBERTADOR AV.,"RAMOS MEJIA, JOSE MARIA, DR. AV.","DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1,-34.59276462,-58.37533517,MOTO-CARGAS,MOTO,CARGAS
2018-0017,PEATON,PEATON,MASCULINO,35.0,2018-02-20,entre_20_y_40,1,2018-02-17,2018,2,17,sábado,No Laboral,04:15:00,4,noche,AVENIDA,SAN PEDRITO AV.,RIVADAVIA AV.,SAN PEDRITO AV. y RIVADAVIA AV.,7,-34.63070603,-58.46963952,PEATON-AUTO,PEATON,AUTO
2018-0018,CONDUCTOR,MOTO,MASCULINO,26.0,2018-02-17,entre_20_y_40,1,2018-02-17,2018,2,17,sábado,No Laboral,07:15:00,7,mañana,CALLE,ISABEL LA CATOLICA,"SALVADORES, CNEL.","ISABEL LA CATOLICA y SALVADORES, CNEL.",4,-34.64543658,-58.37207554,MOTO-CARGAS,MOTO,CARGAS
2018-0019,PEATON,PEATON,FEMENINO,80.0,2018-02-17,mas_de_80,1,2018-02-17,2018,2,17,sábado,No Laboral,12:30:00,12,tarde,AVENIDA,LAS HERAS GENERAL AV.,CALLAO AV.,LAS HERAS GENERAL AV. y CALLAO AV.,2,-34.59176378,-58.39189441,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0020,CONDUCTOR,MOTO,MASCULINO,26.0,2018-02-19,entre_20_y_40,1,2018-02-19,2018,2,19,lunes,Laboral,22:00:00,22,tarde-noche,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,,"FERNANDEZ DE LA CRUZ F., GRAL. AV. y AUTOPISTA PRESIDENTE HECTOR J. CAMPORA",8,-34.66518343,-58.45012957,MOTO-CARGAS,MOTO,CARGAS
2018-0021,PEATON,PEATON,FEMENINO,62.0,2018-02-22,entre_60_y_80,1,2018-02-22,2018,2,22,jueves,Laboral,10:45:00,10,mañana,AVENIDA,"ALCORTA, AMANCIO AV.",ZAVALETA,"ALCORTA, AMANCIO AV. y ZAVALETA",4,-34.64546845,-58.40184094,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0022,CONDUCTOR,MOTO,MASCULINO,28.0,2018-02-24,entre_20_y_40,1,2018-02-24,2018,2,24,sábado,No Laboral,00:00:00,0,noche,AVENIDA,"MONTES DE OCA, MANUEL AV.",OLAVARRIA,"MONTES DE OCA, MANUEL AV. y OLAVARRIA",4,-34.63966783,-58.37441153,MOTO-CARGAS,MOTO,CARGAS
2018-0023,CONDUCTOR,MOTO,MASCULINO,28.0,2018-02-24,entre_20_y_40,1,2018-02-24,2018,2,24,sábado,No Laboral,06:00:00,6,mañana,CALLE,BARCO CENTENERA DEL,ROSARIO,BARCO CENTENERA DEL y ROSARIO,6,-34.62082399,-58.44110156,MOTO-AUTO,MOTO,AUTO
2018-0024,PEATON,PEATON,MASCULINO,70.0,2018-02-28,entre_60_y_80,1,2018-02-28,2018,2,28,miércoles,Laboral,23:00:00,23,tarde-noche,AVENIDA,ALVAREZ THOMAS AV.,DONADO,ALVAREZ THOMAS AV. y DONADO,15,-34.57827342,-58.47087351,PEATON-CARGAS,PEATON,CARGAS
2018-0025,PEATON,PEATON,MASCULINO,70.0,2018-03-05,entre_60_y_80,1,2018-03-04,2018,3,4,domingo,No Laboral,22:30:00,22,tarde-noche,AVENIDA,AVELLANEDA AV.,BOYACA AV.,AVELLANEDA AV. y BOYACA AV.,7,-34.62245140,-58.45962210,PEATON-AUTO,PEATON,AUTO
2018-0026,CONDUCTOR,MOVIL,MASCULINO,24.0,2018-03-09,entre_20_y_40,2,2018-03-09,2018,3,9,viernes,Laboral,04:45:00,4,noche,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",SAENZ AV.,"RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",4,-34.65476216,-58.41657793,MOVIL-CARGAS,MOVIL,CARGAS
2018-0026,PASAJERO_ACOMPAÑANTE,MOVIL,MASCULINO,30.0,2018-03-09,entre_20_y_40,2,2018-03-09,2018,3,9,viernes,Laboral,04:45:00,4,noche,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",SAENZ AV.,"RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",4,-34.65476216,-58.41657793,MOVIL-CARGAS,MOVIL,CARGAS
2018-0027,PEATON,PEATON,FEMENINO,74.0,2018-03-11,entre_60_y_80,1,2018-03-11,2018,3,11,domingo,No Laboral,23:00:00,23,tarde-noche,CALLE,CASTRO,RONDEAU,CASTRO y RONDEAU,5,-34.63722107,-58.41911301,PEATON-MOTO,PEATON,MOTO
2018-0028,PEATON,PEATON,MASCULINO,71.0,2018-03-13,entre_60_y_80,1,2018-03-13,2018,3,13,martes,Laboral,15:45:00,15,tarde,AVENIDA,"BILBAO, FRANCISCO AV.",AZUL,"BILBAO, FRANCISCO AV. y AZUL",9,-34.64251042,-58.47120586,PEATON-CARGAS,PEATON,CARGAS
2018-0029,CONDUCTOR,MOTO,MASCULINO,26.0,2018-03-15,entre_20_y_40,1,2018-03-15,2018,3,15,jueves,Laboral,18:00:00,18,tarde-noche,AVENIDA,NAZCA AV.,GAONA AV.,NAZCA AV. y GAONA AV.,11,-34.62049672,-58.47418944,MOTO-AUTO,MOTO,AUTO
2018-0030,CONDUCTOR,MOTO,MASCULINO,24.0,2018-03-20,entre_20_y_40,1,2018-03-20,2018,3,20,martes,Laboral,01:30:00,1,noche,AVENIDA,PLAZA,ALVAREZ THOMAS AV.,PLAZA y ALVAREZ THOMAS AV.,15,-34.57905579,-58.46720441,MOTO-MOTO,MOTO,MOTO
2018-0031,CONDUCTOR,MOTO,MASCULINO,31.0,2018-03-28,entre_20_y_40,1,2018-03-28,2018,3,28,miércoles,Laboral,10:15:00,10,mañana,AVENIDA,GAONA AV.,"ARTIGAS, JOSE GERVASIO, GRAL.","GAONA AV. y ARTIGAS, JOSE GERVASIO, GRAL.",11,-34.61779710,-58.46909362,MOTO-CARGAS,MOTO,CARGAS
2018-0032,PEATON,PEATON,MASCULINO,70.0,2018-04-02,entre_60_y_80,1,2018-04-02,2018,4,2,lunes,Laboral,13:00:00,13,tarde,AVENIDA,CABILDO AV.,AGUILAR,CABILDO AV. y AGUILAR,13,-34.56888640,-58.44704343,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0033,CONDUCTOR,MOTO,FEMENINO,42.0,2018-04-10,entre_40_y_60,1,2018-04-07,2018,4,7,sábado,No Laboral,07:30:00,7,mañana,AVENIDA,CAMARONES,LOPE DE VEGA AV.,CAMARONES y LOPE DE VEGA AV.,10,-34.62902048,-58.50535541,MOTO-CARGAS,MOTO,CARGAS
2018-0034,PEATON,PEATON,MASCULINO,24.0,2018-04-11,entre_20_y_40,1,2018-04-11,2018,4,11,miércoles,Laboral,18:15:00,18,tarde-noche,AVENIDA,SANTA FE AV.,,SANTA FE AV. 2320,2,-34.59522198,-58.40021675,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0035,PEATON,PEATON,FEMENINO,39.0,2018-04-12,entre_20_y_40,1,2018-04-12,2018,4,12,jueves,Laboral,16:45:00,16,tarde,AVENIDA,RIVADAVIA AV.,,RIVADAVIA AV. 6950,7,-34.62919627,-58.46325991,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0036,CONDUCTOR,MOTO,MASCULINO,37.0,2018-04-15,entre_20_y_40,1,2018-04-13,2018,4,13,viernes,Laboral,23:15:00,23,tarde-noche,AVENIDA,SAN MARTIN AV.,ARGERICH,SAN MARTIN AV. y ARGERICH,15,-34.59694755,-58.49471482,MOTO-AUTO,MOTO,AUTO
2018-0037,PEATON,PEATON,MASCULINO,84.0,2018-04-19,mas_de_80,1,2018-04-18,2018,4,18,miércoles,Laboral,18:45:00,18,tarde-noche,AVENIDA,CORDOBA AV.,"URIBURU JOSE E., PRES.","CORDOBA AV. y URIBURU JOSE E., PRES.",2,-34.59975962,-58.39872610,PEATON-CARGAS,PEATON,CARGAS
2018-0038,PEATON,PEATON,FEMENINO,59.0,2018-04-20,entre_40_y_60,2,2018-04-20,2018,4,20,viernes,Laboral,17:10:00,17,tarde,AVENIDA,RIVADAVIA AV.,,RIVADAVIA AV. 1571,1,-34.60885045,-58.38872177,PEATON-AUTO,PEATON,AUTO
2018-0038,PEATON,PEATON,MASCULINO,61.0,2018-04-20,entre_60_y_80,2,2018-04-20,2018,4,20,viernes,Laboral,17:10:00,17,tarde,AVENIDA,RIVADAVIA AV.,,RIVADAVIA AV. 1571,1,-34.60885045,-58.38872177,PEATON-AUTO,PEATON,AUTO
2018-0039,PEATON,PEATON,MASCULINO,37.0,2018-04-21,entre_20_y_40,1,2018-04-21,2018,4,21,sábado,No Laboral,22:15:00,22,tarde-noche,AUTOPISTA,"LUGONES, LEOPOLDO AV.",,AUTOPISTA LUGONES KM 4.7,14,.,.,PEATON-AUTO,PEATON,AUTO
2018-0040,PEATON,PEATON,FEMENINO,0.0,2018-04-27,edad_desconocida,1,2018-04-27,2018,4,27,viernes,Laboral,11:00:00,11,mañana,CALLE,"FREIRE, RAMON, CAP. GRAL.","OLAGUER Y FELIU, VIRREY","FREIRE, RAMON, CAP. GRAL. y OLAGUER Y FELIU, VIRREY",13,-34.57305993,-58.45686132,PEATON-CARGAS,PEATON,CARGAS
2018-0041,PEATON,PEATON,FEMENINO,78.0,2018-04-27,entre_60_y_80,1,2018-04-27,2018,4,27,viernes,Laboral,13:30:00,13,tarde,AVENIDA,LA PLATA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","LA PLATA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4,-34.64282424,-58.42281627,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0042,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,23.0,2018-04-27,entre_20_y_40,1,2018-04-27,2018,4,27,viernes,Laboral,18:43:00,18,tarde-noche,CALLE,BRANDSEN,PERDRIEL,BRANDSEN y PERDRIEL,4,-34.63953396,-58.38666024,MOTO-CARGAS,MOTO,CARGAS
2018-0043,CONDUCTOR,MOTO,MASCULINO,25.0,2018-04-29,entre_20_y_40,1,2018-04-28,2018,4,28,sábado,No Laboral,06:30:00,6,mañana,AVENIDA,"VILARDEBO, TEODORO",ALVAREZ JONTE AV.,"VILARDEBO, TEODORO y ALVAREZ JONTE AV.",11,-34.61207587,-58.49122843,MOTO-AUTO,MOTO,AUTO
2018-0044,PEATON,PEATON,FEMENINO,50.0,2018-04-28,entre_40_y_60,1,2018-04-28,2018,4,28,sábado,No Laboral,09:00:00,9,mañana,AVENIDA,ALBERTI,INDEPENDENCIA AV.,ALBERTI e INDEPENDENCIA AV.,3,-34.61866627,-58.40098306,PEATON-AUTO,PEATON,AUTO
2018-0045,CONDUCTOR,AUTO,MASCULINO,60.0,2018-04-30,entre_60_y_80,1,2018-04-30,2018,4,30,lunes,Laboral,07:00:00,7,mañana,AVENIDA,ALVAREZ THOMAS AV.,,ALVAREZ THOMAS AV. 879,13,-34.57916920,-58.45448963,AUTO-CARGAS,AUTO,CARGAS
2018-0046,PEATON,PEATON,MASCULINO,11.0,2018-05-02,entre_0_y_20,1,2018-05-02,2018,5,2,miércoles,Laboral,03:15:00,3,noche,GRAL PAZ,"PAZ, GRAL. AV.",RIVADAVIA AV.,"PAZ, GRAL. AV. y RIVADAVIA AV.",9,-34.63931752,-58.52927982,PEATON-AUTO,PEATON,AUTO
2018-0047,PEATON,PEATON,MASCULINO,82.0,2018-05-09,mas_de_80,1,2018-05-08,2018,5,8,martes,Laboral,19:00:00,19,tarde-noche,AVENIDA,CORRIENTES AV.,DORREGO AV.,CORRIENTES AV. y DORREGO AV.,15,-34.59170240,-58.44759966,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0048,PEATON,PEATON,MASCULINO,57.0,2018-05-16,entre_40_y_60,1,2018-05-09,2018,5,9,miércoles,Laboral,10:30:00,10,mañana,AVENIDA,RIVADAVIA AV.,PEDERNERA,RIVADAVIA AV. y PEDERNERA,7,-34.62925068,-58.46411215,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0049,PEATON,PEATON,FEMENINO,40.0,2018-05-13,entre_40_y_60,1,2018-05-11,2018,5,11,viernes,Laboral,19:15:00,19,tarde-noche,CALLE,QUESADA,,QUESADA 2300,13,-34.55395823,-58.46213220,PEATON-AUTO,PEATON,AUTO
